,x,y
0,0.0,0.0
1,0.1001001001001001,0.09993301616303926
2,0.2002002002002002,0.19886553633749857
3,0.3003003003003003,0.2958070811665539
4,0.4004004004004004,0.38978710427372076
5,0.5005005005005005,0.4798647090490943
6,0.6006006006006006,0.565138068592027
7,0.7007007007007008,0.6447534545009243
8,0.8008008008008008,0.717913784116926
9,0.9009009009009009,0.78388660064933
10,1.001001001001001,0.8420114062884005
11,1.1011011011011012,0.8917062748888882
12,1.2012012012012012,0.9324736780202824
13,1.3013013013013013,0.9639054660553243
14,1.4014014014014016,0.985686954427788
15,1.5015015015015016,0.9976000741492778
16,1.6016016016016017,0.9995255550431251
17,1.7017017017017018,0.9914441198375697
18,1.8018018018018018,0.9734366771633683
19,1.9019019019019021,0.9456835115235996
20,2.002002002002002,0.9084624783454199
21,2.1021021021021022,0.8621462221843063
22,2.2022022022022023,0.8071984459311994
23,2.3023023023023024,0.7441692683739977
24,2.4024024024024024,0.6736897165919457
25,2.5025025025025025,0.5964654083232273
26,2.6026026026026026,0.5132694875557879
27,2.702702702702703,0.4249348840678924
28,2.802802802802803,0.33234597441331465
29,2.902902902902903,0.23642972783858707
30,3.0030030030030033,0.13814642577643546
31,3.1031031031031033,0.03848004782872783
32,3.2032032032032034,-0.06157157950873298
33,3.3033033033033035,-0.16100677275189493
34,3.4034034034034035,-0.2588300199490208
35,3.5035035035035036,-0.35406194741393143
36,3.6036036036036037,-0.4457491248883234
37,3.7037037037037037,-0.532973610967149
38,3.8038038038038042,-0.6148621432214489
39,3.9039039039039043,-0.6905948810101928
40,4.004004004004004,-0.7594136134510215
41,4.104104104104104,-0.8206293503744214
42,4.2042042042042045,-0.8736292202632362
43,4.3043043043043046,-0.9178826061176496
44,4.404404404404405,-0.9529464578154061
45,4.504504504504505,-0.9784697277816927
46,4.604604604604605,-0.9941968855602381
47,4.704704704704705,-0.9999704760989149
48,4.804804804804805,-0.9957326961371449
49,4.904904904904905,-0.981525972912842
50,5.005005005005005,-0.9574925393950745
51,5.105105105105105,-0.9238730102950713
52,5.205205205205205,-0.8810039731120792
53,5.305305305305305,-0.8293146183317122
54,5.405405405405406,-0.769322442514122
55,5.505505505505506,-0.7016280672912412
56,5.605605605605606,-0.6269092261435582
57,5.705705705705706,-0.5459139791588185
58,5.805805805805806,-0.45945322370421515
59,5.9059059059059065,-0.3683925759927202
60,6.0060060060060065,-0.27364370482260353
61,6.106106106106107,-0.17615520425384543
62,6.206206206206207,-0.07690309660115911
63,6.306306306306307,0.023118939175514847
64,6.406406406406407,0.12290951585294987
65,6.506506506506507,0.22146956349913308
66,6.606606606606607,0.31781233182781893
67,6.706706706706707,0.4109732692129035
68,6.806806806806807,0.5000196794572255
69,6.906906906906907,0.5840600596354499
70,7.007007007007007,0.6622530255236697
71,7.107107107107107,0.7338157352573031
72,7.207207207207207,0.7980317268824393
73,7.307307307307307,0.8542580913336814
74,7.407407407407407,0.9019319090250327
75,7.507507507507508,0.940575885612824
76,7.6076076076076085,0.9698031305073038
77,7.7077077077077085,0.9893210302920371
78,7.807807807807809,0.9989341782717204
79,7.907907907907909,0.9985463308187661
80,8.008008008008009,0.9881613709323648
81,8.108108108108109,0.9678832693631935
82,8.208208208208209,0.9379150436929778
83,8.308308308308309,0.8985567257902548
84,8.408408408408409,0.8502023579914897
85,8.508508508508509,0.7933360480807813
86,8.608608608608609,0.7285271225643783
87,8.70870870870871,0.6564244267638064
88,8.80880880880881,0.577749828793169
89,8.90890890890891,0.49329099245663205
90,9.00900900900901,0.4038934914214305
91,9.10910910910911,0.3104523436166627
92,9.20920920920921,0.21390305061264503
93,9.30930930930931,0.11521223169156894
94,9.40940940940941,0.015367946378017567
95,9.50950950950951,-0.08463019768306558
96,9.60960960960961,-0.18378105246433263
97,9.70970970970971,-0.28109195271578163
98,9.80980980980981,-0.3755886541977727
99,9.90990990990991,-0.46632508748903956
100,10.01001001001001,-0.5523928297178271
101,10.11011011011011,-0.6329301993883469
102,10.21021021021021,-0.7071308832481832
103,10.31031031031031,-0.7742520088273352
104,10.41041041041041,-0.83362158182933
105,10.51051051051051,-0.8846452139137285
106,10.61061061061061,-0.9268120735137149
107,10.710710710710712,-0.9597000001111683
108,10.810810810810812,-0.9829797307668027
109,10.910910910910912,-0.9964181965907717
110,11.011011011011012,-0.9998808561505658
111,11.111111111111112,-0.9933330424549104
112,11.211211211211213,-0.9768403100281058
113,11.311311311311313,-0.9505677786000201
114,11.411411411411413,-0.9147784799824896
115,11.511511511511513,-0.8698307246826497
116,11.611611611611613,-0.8161745146177822
117,11.711711711711713,-0.7543470378463839
118,11.811811811811813,-0.684967290420699
119,11.911911911911913,-0.6087298792049378
120,12.012012012012013,-0.5263980677032926
121,12.112112112112113,-0.43879613452059907
122,12.212212212212213,-0.34680112096018534
123,12.312312312312313,-0.25133405037920087
124,12.412412412412413,-0.15335070721030927
125,12.512512512512513,-0.05383206796710025
